2244.2507,31
2241.6448,30
2238.8514,29
2236.1074,28
2233.3288,27
2230.4349,26
2227.5526,25
2224.6242,24
2221.6549,23
2218.6572,22
2215.6085,21
2212.5229,20
2209.4084,19
2206.2531,18
2203.0649,17
2199.8404,16
2196.5752,15
2193.2619,14
2189.9208,13
2186.5462,12
2183.1299,11
2179.6767,10
2176.1916,9
2172.6603,8
2169.1113,7
2165.504,6
2161.8756,5
2158.2173,4
2154.5031,3
2150.7578,2
2147.0037,1
2139.3411,-1
2135.4567,-2
2131.5364,-3
2127.5971,-4
2123.6111,-5
2119.5969,-6
2115.5322,-7
2111.4578,-8
2107.3349,-9
2103.1792,-10
2098.9966,-11
2094.7708,-12
2090.5157,-13
2086.2383,-14
2081.9134,-15
2077.5171,-16
2073.2183,-17
2068.7519,-18
2064.3224,-19
2059.8332,-20
2055.3226,-21
2050.7668,-22
2046.1485,-23
2041.5929,-24
2036.9407,-25
2032.251,-26
2027.5111,-27
2022.8465,-28
2020.7148,-29