4328.6922,23
4326.5566,22
4324.2675,21
4321.898,20
4319.4981,19
4317.0159,18
4314.4611,17
4311.8176,16
4309.1005,15
4306.3322,14
4303.4675,13
4300.5456,12
4297.5435,11
4294.4843,10
4291.3525,9
4288.1329,8
4284.8629,7
4281.5037,6
4278.0765,5
4274.5893,4
4271.0312,3
4267.3861,2
4263.6821,1
4256.0528,-1
4252.1432,-2
4248.1567,-3
4244.1162,-4
4239.988,-5
4235.8018,-6
4231.5241,-7
4227.2037,-8
4222.8058,-9
4218.3418,-10
4213.7913,-11
4209.2087,-12
4204.5236,-13
4199.7664,-14
4194.9778,-15
4190.0978,-16
4185.1434,-17
4180.1646,-18
4175.0941,-19
4169.8471,-20
4164.7155,-21